user_id,region,gender,funnel_stage,ad_platform,click_through_rate,conversion_rate
U0889,Punjab,Male,Interest,TikTok,0.08,0.11
U0890,KPK,Female,Interest,Instagram,0.11,0.01
U0891,Punjab,Female,Purchase,TikTok,0.01,0.02
U0892,Gilgit-Baltistan,Other,Purchase,YouTube,0.09,0.17
U0893,Punjab,Female,Awareness,YouTube,0.2,0.11
U0894,Gilgit-Baltistan,Female,Awareness,Facebook,0.18,0.06
U0895,Balochistan,Female,Loyalty,Facebook,0.21,0.04
U0896,Balochistan,Female,Purchase,Instagram,0.08,0.12
U0897,Sindh,Other,Awareness,YouTube,0.13,0.15
U0898,Sindh,Female,Interest,YouTube,0.02,0.15
U0899,KPK,Female,Awareness,YouTube,0.06,0.11
U0900,Sindh,Other,Purchase,Instagram,0.11,0.1
U0901,Gilgit-Baltistan,Other,Consideration,YouTube,0.22,0.05
U0902,Sindh,Female,Awareness,YouTube,0.12,0.03
U0903,Balochistan,Female,Loyalty,Facebook,0.14,0.16
U0904,Gilgit-Baltistan,Male,Interest,Instagram,0.04,0.05
U0905,Sindh,Other,Interest,Facebook,0.22,0.15
U0906,Gilgit-Baltistan,Male,Interest,YouTube,0.11,0.03
U0907,Punjab,Male,Interest,Facebook,0.18,0.09
U0908,Sindh,Female,Interest,YouTube,0.19,0.06
U0909,Balochistan,Other,Consideration,TikTok,0.13,0.13
U0910,Sindh,Other,Consideration,Instagram,0.23,0.12
U0911,KPK,Female,Awareness,Facebook,0.13,0.03
U0912,Balochistan,Other,Consideration,Facebook,0.08,0.02
U0913,Sindh,Female,Awareness,TikTok,0.13,0.05
U0914,Balochistan,Male,Purchase,YouTube,0.2,0.1
U0915,Balochistan,Male,Consideration,TikTok,0.2,0.04
U0916,Sindh,Male,Consideration,Instagram,0.08,0.16
U0917,KPK,Other,Consideration,YouTube,0.01,0.04
U0918,Sindh,Other,Awareness,Instagram,0.23,0.15
U0919,Sindh,Male,Loyalty,Facebook,0.13,0.12
U0920,Punjab,Male,Awareness,TikTok,0.18,0.13
U0921,Balochistan,Other,Purchase,YouTube,0.23,0.06
U0922,Gilgit-Baltistan,Male,Awareness,Facebook,0.1,0.2
U0923,Punjab,Female,Consideration,Facebook,0.14,0.17
U0924,Balochistan,Other,Awareness,Instagram,0.14,0.17
U0925,KPK,Other,Awareness,YouTube,0.04,0.15
U0926,KPK,Other,Interest,TikTok,0.12,0.05
U0927,Balochistan,Male,Consideration,TikTok,0.08,0.12
U0928,Gilgit-Baltistan,Other,Loyalty,Instagram,0.1,0.17
U0929,Punjab,Female,Purchase,Facebook,0.03,0.12
U0930,Balochistan,Other,Loyalty,Instagram,0.14,0.03
U0931,Balochistan,Male,Awareness,Instagram,0.05,0.13
U0932,Gilgit-Baltistan,Other,Interest,Facebook,0.18,0.01
U0933,Gilgit-Baltistan,Other,Loyalty,TikTok,0.12,0.04
U0934,Gilgit-Baltistan,Male,Purchase,TikTok,0.2,0.19
U0935,KPK,Other,Awareness,Instagram,0.04,0.02
U0936,KPK,Other,Interest,YouTube,0.11,0.15
U0937,KPK,Female,Awareness,Instagram,0.14,0.08
U0938,Gilgit-Baltistan,Female,Loyalty,Facebook,0.21,0.14
U0939,KPK,Female,Interest,YouTube,0.18,0.03
U0940,Sindh,Male,Interest,Facebook,0.19,0.1
U0941,Punjab,Other,Interest,YouTube,0.21,0.16
U0942,Punjab,Male,Loyalty,Facebook,0.11,0.11
U0943,Sindh,Female,Interest,YouTube,0.02,0.19
U0944,Gilgit-Baltistan,Other,Loyalty,Instagram,0.21,0.03
U0945,Gilgit-Baltistan,Female,Consideration,TikTok,0.21,0.16
U0946,KPK,Female,Purchase,YouTube,0.21,0.17
U0947,Balochistan,Male,Loyalty,TikTok,0.02,0.2
U0948,KPK,Other,Awareness,TikTok,0.06,0.04
U0949,Sindh,Other,Loyalty,TikTok,0.21,0.12
U0950,Balochistan,Male,Purchase,Instagram,0.11,0.19
U0951,Sindh,Other,Awareness,YouTube,0.07,0.05
U0952,Gilgit-Baltistan,Other,Purchase,Facebook,0.07,0.2
U0953,Gilgit-Baltistan,Male,Consideration,Facebook,0.18,0.11
U0954,KPK,Other,Purchase,TikTok,0.14,0.11
U0955,Punjab,Male,Loyalty,YouTube,0.04,0.07
U0956,Balochistan,Male,Consideration,Facebook,0.1,0.19
U0957,Punjab,Male,Consideration,Facebook,0.07,0.09
U0958,Sindh,Other,Consideration,Facebook,0.18,0.04
U0959,Balochistan,Female,Awareness,YouTube,0.15,0.02
U0960,Punjab,Female,Purchase,TikTok,0.17,0.19
U0961,Punjab,Other,Purchase,Facebook,0.09,0.11
U0962,Punjab,Male,Awareness,Facebook,0.25,0.06
U0963,Sindh,Male,Loyalty,Instagram,0.22,0.13
U0964,Balochistan,Other,Interest,Facebook,0.19,0.05
U0965,KPK,Other,Awareness,TikTok,0.02,0.12
U0966,Gilgit-Baltistan,Male,Purchase,YouTube,0.05,0.17
U0967,Gilgit-Baltistan,Male,Consideration,Instagram,0.07,0.03
U0968,Sindh,Female,Awareness,Facebook,0.16,0.09
U0969,KPK,Other,Consideration,YouTube,0.12,0.1
U0970,KPK,Female,Loyalty,YouTube,0.03,0.09
U0971,KPK,Other,Consideration,Instagram,0.04,0.19
U0972,Balochistan,Other,Awareness,YouTube,0.1,0.16
U0973,Gilgit-Baltistan,Female,Interest,TikTok,0.09,0.15
U0974,Sindh,Male,Consideration,TikTok,0.05,0.11
U0975,KPK,Female,Loyalty,Facebook,0.05,0.05
U0976,Punjab,Male,Awareness,Instagram,0.01,0.02
U0977,Punjab,Other,Loyalty,Facebook,0.03,0.16
U0978,Balochistan,Other,Loyalty,Instagram,0.15,0.06
U0979,Sindh,Female,Loyalty,TikTok,0.1,0.07
U0980,Sindh,Male,Purchase,YouTube,0.18,0.11
U0981,Gilgit-Baltistan,Female,Loyalty,YouTube,0.12,0.11
U0982,Punjab,Other,Loyalty,Facebook,0.14,0.09
U0983,KPK,Female,Interest,Instagram,0.05,0.11
U0984,Gilgit-Baltistan,Other,Awareness,YouTube,0.06,0.14
U0985,Balochistan,Male,Purchase,TikTok,0.03,0.07
U0986,Gilgit-Baltistan,Other,Loyalty,TikTok,0.03,0.06
U0987,Gilgit-Baltistan,Female,Purchase,TikTok,0.24,0.03
U0988,Balochistan,Other,Awareness,TikTok,0.03,0.03
U0989,Gilgit-Baltistan,Other,Consideration,Instagram,0.25,0.15
U0990,Gilgit-Baltistan,Male,Loyalty,TikTok,0.07,0.07
U0991,KPK,Female,Purchase,Instagram,0.24,0.19
U0992,Punjab,Other,Purchase,Instagram,0.03,0.17
U0993,Punjab,Female,Consideration,Facebook,0.14,0.2
U0994,Sindh,Other,Awareness,Instagram,0.21,0.05
U0995,Punjab,Female,Consideration,Instagram,0.07,0.16
U0996,Balochistan,Female,Purchase,Instagram,0.15,0.13
U0997,KPK,Female,Awareness,YouTube,0.01,0.16
U0998,Balochistan,Male,Loyalty,Instagram,0.05,0.03
U0999,Gilgit-Baltistan,Other,Awareness,YouTube,0.24,0.02
U1000,Balochistan,Male,Loyalty,TikTok,0.02,0.08
